cluster;representative protein;other proteins
11799;Q5BJF2;
11800;Q86V88;
11801;Q8N0U8;
11802;Q8WX39;
11803;Q969L2;
11804;Q96PE7;
11805;Q9BQ61;
11806;Q9BQD3;
11807;Q9BRG1;
11808;Q9H2J1;
11809;Q9NYY1;
11810;Q9UKY0;
11811;A8K5M9;
11812;A8MYX2;B3EWG5,B3EWG3,B3EWG6
11813;O15304;
11814;O43181;
11815;O60895;
11816;O95994;Q8TD06
11817;Q06141;Q6UW15,P48304,P05451
11818;Q16548;Q9HBF5
11819;Q52LG2;Q3LI76,Q3SY46,Q3LI77,Q8IUC0,A1A580,Q8IUC1
11820;Q6JVE9;
11821;Q6ZUU3;
11822;Q7Z2G1;P0C1H6
11823;Q7Z4S9;
11824;Q96FZ5;
11825;Q96T52;
11826;Q9BPU9;
11827;Q9NRX2;
11828;Q9P032;
11829;Q9Y3C4;
11830;E5RG02;
11831;O00258;
11832;O43324;
11833;O43598;
11834;P03923;
11835;P48645;
11836;Q6UWJ8;
11837;Q8N2B8;
11838;Q8N7F7;P11441,
11839;Q8WW18;
11840;Q96NB1;
11841;Q9GZN8;
11842;Q9Y5S9;
11843;A6NGE7;
11844;O75365;Q12974,Q93096
11845;P23434;
11846;P51571;
11847;P55344;
11848;P60323;P60321,
11849;P82663;
11850;Q13361;
11851;Q5SV17;
11852;Q5TGI4;
11853;Q6UWF9;
11854;Q8N6K4;
11855;Q969H8;
11856;Q9BSK0;
11857;Q9BTX3;
11858;A0A1B0GVY2;
11859;A0A1B0GW35;
11860;A6NLE4;
11861;O60830;Q99595,
11862;O95881;
11863;O96000;
11864;P13693;Q56UQ5,Q9HAU6
11865;P41208;O15182,P0DP25,P0DP23,Q12798,P27482,P0DP24
11866;P51970;
11867;P62487;
11868;Q3ZCW2;
11869;Q6ZNR0;
11870;Q6ZWK4;
11871;Q86SG4;
11872;Q8IXM2;
11873;Q8N1X5;
11874;Q8N4M7;
11875;Q8TCY5;
11876;Q96AW1;
11877;Q9UGQ2;
11878;Q9UL45;
11879;Q9UMX5;
11880;Q9UMY4;O60493
11881;Q9Y3D8;
11882;P62324;P78543
11883;Q0VFX4;
11884;Q13522;Q8WVI7
11885;Q5JX69;Q5JX71,
11886;Q86Y78;
11887;Q8WW01;
11888;Q96KJ9;P13073,
11889;Q9NPH9;
11890;A0A494BZU4;
11891;P01282;
11892;P30990;
11893;P49913;
11894;P63098;Q96LZ3,
11895;Q5EBM4;
11896;Q5TGU0;
11897;Q8IVJ8;
11898;Q8N1L1;
11899;Q8N6L7;
11900;Q9H609;
11901;Q9H773;
11902;Q9UBY9;
11903;Q9UDW3;
11904;A4D174;
11905;A6NEY8;
11906;O14944;
11907;P0CH98;Q4KMX7,
11908;P0DMU3;
11909;P30536;
11910;P35638;
11911;Q2NL98;
11912;Q5T5A4;
11913;Q6PI97;
11914;Q8IZ96;
11915;Q8N183;
11916;Q8N9X3;
11917;Q8NEQ6;
11918;Q99643;
11919;Q9GZZ1;
11920;Q9NZH8;Q9UHA7
11921;Q9UBC9;Q96PI1,P35321,P22528
11922;A0A1B0GVQ3;
11923;A8MZ59;
11924;H0YIV9;O43716,P12074,
11925;P21246;P21741,
11926;P30049;
11927;P42773;P55273,
11928;P59998;
11929;P86397;
11930;Q15038;
11931;Q5JXX7;
11932;Q6ICB0;
11933;Q6U949;
11934;Q6ZRX8;
11935;Q6ZSR3;
11936;Q92934;
11937;Q96FN9;
11938;Q9BZM2;Q9UNK4
11939;Q9HDD0;
11940;A1L4Q6;
11941;A2RUQ5;
11942;A8MWP6;A8MXK9
11943;O15273;
11944;O60844;
11945;P41159;
11946;P54851;Q01453,P54852,P54849
11947;P58557;
11948;Q2TAP0;Q7Z5G4,
11949;Q53FP2;
11950;Q5SR53;
11951;Q7Z5L4;
11952;Q86U37;
11953;Q8IWT0;
11954;Q8IZS7;
11955;Q8NBD8;
11956;Q8NHS1;
11957;Q8NHV5;
11958;Q8WW33;
11959;Q8WXD5;
11960;Q96EL2;
11961;Q96GL9;P0C2L3,
11962;Q9H1K1;
11963;Q9UFW8;
11964;Q9Y3C8;
11965;A0A1B0GUA7;
11966;E9PB15;
11967;P01579;
11968;P23528;P60981,Q9Y281
11969;Q13405;
11970;Q2NKX9;
11971;Q5TA89;
11972;Q8WUD4;
11973;Q96LU5;
11974;Q96M19;
11975;Q96RJ6;
11976;Q99757;
11977;Q9H3J6;
11978;Q9NX18;
11979;A8MT66;
11980;O15205;
11981;O15496;
11982;O60613;
11983;P05161;
11984;P20382;Q9BQD1,Q16048
11985;P24522;O95257,O75293,
11986;P30050;
11987;P59089;
11988;P61968;
11989;Q16617;
11990;Q17RY6;
11991;Q3SXR2;
11992;Q496H8;
11993;Q5BJH2;
11994;Q6ZVU0;
11995;Q8N729;
11996;Q8N9N8;
11997;Q8TAE6;Q96C90
11998;Q9NUB4;
11999;Q9NVM1;
12000;A8MZ25;
12001;B2RV13;
12002;P01185;P01178
12003;P20963;
12004;P38936;
12005;Q6EBC2;
12006;Q6ZST4;
12007;Q71F78;
12008;Q8IVM7;
12009;Q8N112;
12010;Q8NA77;
12011;Q8TDP1;
12012;Q8WY98;
12013;Q96F85;
12014;Q9NS18;
12015;Q9NV35;
12016;Q9NZH7;
12017;Q9ULX9;O15525,O60675,
12018;A6NKF7;
12019;P0C864;
12020;P0CZ25;
12021;P47874;
12022;P62502;H7C1C5
12023;P63208;E5RI56
12024;Q13526;O15428
12025;Q5TBC7;
12026;Q6ZRV3;
12027;Q6ZS92;
12028;Q6ZSN1;
12029;Q6ZSV7;
12030;Q6ZTR6;
12031;Q8N6I4;
12032;Q969H6;
12033;Q96LK0;
12034;Q96MF4;
12035;Q96MT0;
12036;Q96PD4;Q16552,
12037;Q99969;
12038;Q9BTA0;
12039;Q9BUY7;
12040;Q9BX68;P49773,
12041;Q9NRJ2;
12042;Q9UHA3;
12043;Q9Y2Y0;
12044;Q9Y3D0;Q9H5X1
12045;O95711;
12046;P40933;
12047;P51636;
12048;Q5T6X4;
12049;Q86YL7;
12050;Q8N2C9;
12051;Q96LR7;
12052;Q9HBE4;
12053;Q9NPI0;
12054;Q9UK00;
12055;A0A1B0GTR0;
12056;O75947;
12057;P04216;
12058;P0DMQ9;
12059;P10153;P12724,Q9H1E1,Q93091,Q8TDE3,
12060;P20292;
12061;P47928;Q02535,P41134
12062;P63316;P02585
12063;Q16514;
12064;Q5VZ52;
12065;Q5W0N0;
12066;Q6IAA8;
12067;Q6ZNK6;
12068;Q8N910;
12069;Q8NAS9;
12070;Q8TCC3;
12071;Q969E3;
12072;Q96B96;
12073;Q96D98;
12074;Q99732;A0A1B0GVX0,A0A1B0GTQ0
12075;A0A2R8Y4Y8;
12076;A6NK44;
12077;M5A8F1;
12078;O14558;
12079;O95562;Q8WV19,
12080;P01135;
12081;P46778;
12082;P61244;
12083;Q13323;
12084;Q15185;
12085;Q6PI25;O95406,Q8TBE1
12086;Q6QAJ8;
12087;Q7Z7G2;Q8WVH0
12088;Q8N912;
12089;Q99547;
12090;Q9BUT9;C9JLW8
12091;Q9H0A3;
12092;Q9NWV4;
12093;Q9Y442;
12094;Q9Y4H4;
12095;Q9Y6Y9;
12096;A2RUT3;
12097;A6NCL2;
12098;A6NGY3;
12099;A6NL05;Q5TZK3,Q4VXF1,Q5RGS3
12100;O14521;
12101;O75865;Q86SZ2,
12102;P01591;
12103;P09234;
12104;P47914;
12105;P86434;
12106;Q3ZCQ3;
12107;Q5W186;Q5W188,Q9H4G1
12108;Q69YG0;
12109;Q6PEY1;
12110;Q6RW13;
12111;Q6UXU6;
12112;Q6W0C5;
12113;Q6ZS52;
12114;Q969D9;
12115;Q96CB5;Q9P1C3,
12116;Q96LS8;
12117;Q9BQS6;
12118;Q9UIL1;
12119;A6PVY3;
12120;P10124;
12121;P24666;
12122;P25791;Q8TAP4,P25800
12123;P56557;O95807
12124;P57054;
12125;P61966;Q96PC3,P56377,P53680,
12126;P62280;
12127;P63279;P63146,P49459
12128;Q2M3A8;
12129;Q6NZ67;Q6P582
12130;Q717R9;
12131;Q7Z713;
12132;Q86WS3;
12133;Q8N377;
12134;Q8N5N7;
12135;Q8TE69;Q96DE9
12136;Q96MR7;
12137;Q99445;
12138;Q9BYZ8;
12139;Q9H9R9;
12140;A6NNL5;
12141;P83731;
12142;Q15170;
12143;Q6UXV3;
12144;Q86SX6;
12145;Q8N292;
12146;Q8TAC1;
12147;Q8WVJ2;
12148;Q96MZ4;
12149;Q9BWK5;
12150;Q9UBK9;
12151;A1L162;
12152;O14561;
12153;O60542;
12154;P07998;P34096,
12155;P0DH78;
12156;P42771;P42772
12157;P46695;
12158;P52298;A6PVI3,
12159;P62750;
12160;Q13536;
12161;Q5GAN3;
12162;Q5TG53;
12163;Q5VZ03;
12164;Q8N2H4;
12165;Q8N687;
12166;Q8NEW7;
12167;O96001;
12168;P10620;
12169;P27449;
12170;Q15649;
12171;Q4LEZ3;
12172;Q5FWF7;
12173;Q5SY85;
12174;Q5VZT2;
12175;Q8N326;
12176;Q8N9Q2;
12177;Q8NEQ5;
12178;Q8WVK2;
12179;Q969G6;
12180;Q9H9V4;Q9Y225,
12181;A0A1B0GUS4;O14933,P68036
12182;A2VDF0;
12183;A8K830;
12184;A8MV24;
12185;O43257;
12186;P02144;
12187;P0C7M6;A0A3B3IRR2
12188;P63241;Q6IS14,Q9GZV4,
12189;Q56VL3;
12190;Q5T1J6;Q5T319
12191;Q6PH81;
12192;Q6UW88;
12193;Q86U28;
12194;Q8NBF4;
12195;Q8NCS4;
12196;Q96A26;
12197;Q96AT1;
12198;Q96J86;
12199;Q99471;
12200;Q9H4G4;
12201;Q9H633;
12202;Q9UHV9;
12203;Q9UK76;
12204;Q9Y3C5;
12205;A6NF36;
12206;B7Z8K6;
12207;C9JUS6;
12208;O00422;
12209;P01160;
12210;P05112;
12211;P09681;
12212;P0DMQ5;
12213;P21145;Q13021
12214;P59103;
12215;P60568;
12216;P78537;
12217;Q16540;
12218;Q53FV1;Q8N138,Q9P0S3
12219;Q5H8A3;
12220;Q86XR5;
12221;Q8NFD4;
12222;Q8WUR7;
12223;Q9BPX5;O15511,
12224;Q9BQM9;
12225;Q9BVM4;
12226;Q9NX14;
12227;Q9NX24;
12228;Q9P0P0;
12229;Q9UJ94;
12230;Q9Y534;Q9Y2V2,
12231;A0A1B0GU29;
12232;O14684;
12233;O14880;
12234;P08700;
12235;P0DKL9;
12236;P62269;
12237;Q04941;
12238;Q53GA4;Q9Y5J5,
12239;Q5J8X5;
12240;Q5T4I8;
12241;Q6UX46;Q6UXT8
12242;Q6UXN7;Q15388
12243;Q7Z422;
12244;Q8N100;
12245;Q8N4C0;
12246;Q8N9R6;
12247;Q8WWZ1;
12248;Q92982;Q9NZG7,
12249;Q9NSK7;
12250;Q9UBR5;
12251;Q9UIG5;
12252;Q9Y3D6;
12253;Q9Y530;
12254;O14960;
12255;P61916;
12256;P62263;
12257;P62277;
12258;Q0D2K3;
12259;Q15506;
12260;Q5BIV9;
12261;Q5I0X7;
12262;Q5SWW7;
12263;Q5T1J5;Q9Y6H1,Q8WYQ3
12264;Q6ZTY9;
12265;Q6ZV56;
12266;Q6ZVQ6;
12267;Q8N6K0;A0A1B0GUZ9
12268;Q96B02;
12269;Q96NZ9;
12270;Q9BR46;
12271;Q9NPG2;
12272;A0A1W2PS18;
12273;A4D1N5;
12274;C9J3V5;
12275;O15444;
12276;O43169;P00167,
12277;O43924;
12278;P02724;P06028,P15421
12279;P20674;
12280;P52434;
12281;P53567;
12282;Q12988;
12283;Q16873;Q99735,
12284;Q53S99;
12285;Q5SRR4;
12286;Q8WY50;
12287;Q9BQI0;P55008
12288;Q9BVJ7;
12289;Q9H5F2;
12290;Q9UFV1;
12291;Q9Y5T4;Q96DA6
12292;A0A286YF18;
12293;A6NGQ2;
12294;H0Y354;Q86X60,Q5TYM5,Q6L9T8,
12295;O15544;
12296;P59020;
12297;Q14236;
12298;Q15828;
12299;Q5R387;P02808,
12300;Q6P3W2;
12301;Q8N111;
12302;Q96LM9;
12303;Q9BYC9;
12304;Q9NRP0;
12305;Q9NW61;
12306;Q9NX01;
12307;A0A3B3IU63;
12308;A6NH13;
12309;O60869;
12310;O60894;
12311;O60896;
12312;P04054;
12313;P07492;
12314;P46776;
12315;Q04837;
12316;Q5SSQ6;
12317;Q6NZY7;
12318;Q6ZRU5;
12319;Q7Z4H4;
12320;Q8NCQ2;
12321;Q8WYQ4;
12322;Q96A72;P61326
12323;Q9H1H1;
12324;Q9H1Z8;
12325;Q9NZ81;
12326;Q9P0M9;
12327;A4QMS7;
12328;A6NLX4;
12329;A6NMZ2;
12330;A8MUL3;
12331;E5RQL4;
12332;O14603;
12333;P02042;P69892,P69891,P68871,P02100
12334;P02766;
12335;P03950;
12336;P0DPK5;P0DPK2,P49450,A0A2R8Y7G9,P84243,Q5TEC6,P68431,Q16695,Q6NXT2,Q71DI3
12337;P49789;
12338;P50583;
12339;P56851;Q14507
12340;Q13404;Q15819
12341;Q5BKU9;
12342;Q5GAN4;V9GYQ6,A0A096LNG9
12343;Q5SVJ3;
12344;Q5T686;
12345;Q6AWC8;
12346;Q96A00;
12347;Q96E14;
12348;Q96N53;
12349;Q96NS8;
12350;Q9BRP9;
12351;Q9BXW4;A6NCE7,Q9H492,Q9BY60,Q9H0R8,P60520,O95166,Q9GZQ8
12352;Q9HBL7;
12353;Q9NRF9;
12354;O75459;O76087,Q6NT46,Q4V321,Q8WWM1,A1L429,A6NGK3,Q13069,Q96GT9,A6NER3,Q13065,P0CL81,Q13070,Q8WTP9,Q13066,Q9UEU5,A6NDE8,Q4V326,P0CL82,P0CL80
12355;O76095;A0A3B3ITX8,
12356;O95751;Q17RB0,Q9BWD3
12357;P01034;P09228,P01037,P28325,P01036
12358;P12273;
12359;P32320;
12360;P35225;
12361;P62249;
12362;Q6P1K1;
12363;Q6UWW9;
12364;Q6ZPB5;
12365;Q8NDC4;
12366;Q8NI22;
12367;Q92748;
12368;Q9GZY4;
12369;Q9NWA0;
12370;Q9NZT1;
12371;Q9Y4M8;
12372;A0A0D9SF12;
12373;C9JDV5;
12374;O76096;
12375;P12018;A0A075B6I4,P01715,P01717,P01706,A0A075B6I3,A0A075B6I7,A0A075B6H9,Q9UKI3,A0A0A0MS00,A0A075B6K4,A0A0B4J1Y8,A0A075B6J1,A0A0G2JS06,P01705,A0A075B6K2,P01709,P01714,A0A075B6J6,A0A075B6J9,P01701,A0A075B6K5,P01721,A0A087WSX0,A0A075B6K0,P01699,P01718,A0A075B6I6,P01700,A0A0A0MRZ9,P01703,A0A075B6I1,A0A075B6K6,A0A075B6J2,A0A0B4J1U3,P01704,P80748
12376;P22749;
12377;P39019;
12378;P57105;
12379;P59051;
12380;P59052;
12381;P61254;Q9UNX3
12382;P62841;
12383;Q03393;
12384;Q5T1B1;
12385;Q5VUE5;
12386;Q6P1L8;
12387;Q6UWF3;
12388;Q6ZVH6;
12389;Q8N9R0;
12390;Q8TAV5;
12391;Q8WWX9;
12392;Q9H114;
12393;Q9H5L9;
12394;Q9NXH3;
12395;Q9UI09;
12396;Q9Y5R8;
12397;A4D1Z8;
12398;A8MQ03;
12399;A8MWE9;
12400;H7C1K3;
12401;O14602;P47813,
12402;O95990;Q9H098
12403;P04141;
12404;P09132;
12405;P14555;P39877,Q9NZK7
12406;P15248;
12407;P41223;
12408;Q13503;
12409;Q4VC31;
12410;Q8WVE7;H3BUV5,H3BUI4,Q5T4T1
12411;Q9P0J0;
12412;Q9Y547;
12413;Q9Y587;
12414;O15432;
12415;P62266;
12416;Q14657;
12417;Q6ZV60;
12418;Q8NCU1;
12419;Q96M15;
12420;A0A087X1A0;
12421;A8MUM7;Q8TCE9,Q05315,Q9UHV8,
12422;C9JVW0;
12423;O15392;
12424;O15514;
12425;O60234;P60983
12426;O60676;
12427;P00709;
12428;P02008;P09105,Q6B0K9,P69905,
12429;P48201;Q06055,P05496
12430;P83876;
12431;Q14019;
12432;Q6NVU6;
12433;Q6P5X5;
12434;Q6QNY1;
12435;Q8N4Q1;
12436;Q8WW35;
12437;Q8WXF3;
12438;Q96M42;
12439;Q9H7X2;
12440;Q9NPD7;
12441;Q9NPJ8;Q9UKK6,
12442;Q9NS69;
12443;Q9UJ90;
12444;Q9Y3D5;
12445;Q9Y6G3;
12446;O75379;
12447;P01258;P10092
12448;Q13901;
12449;Q69YW2;
12450;Q6ZN92;
12451;Q86Y39;
12452;Q8N2G4;
12453;Q8N5N4;
12454;Q8N7U9;
12455;Q8N976;
12456;Q96PE5;
12457;Q9NWH2;
12458;Q9Y244;
12459;A6NFH5;Q0Z7S8,P05413,Q01469,A8MUU1
12460;O75817;
12461;O94772;
12462;O94817;
12463;P01848;
12464;P07737;P35080,P60673
12465;P0DI81;P0DI82,
12466;P37840;O76070,Q16143
12467;P62829;
12468;Q19AV6;
12469;Q5EBL8;
12470;Q5W150;
12471;Q6GMV3;
12472;Q6UX40;
12473;Q6XXX2;
12474;Q6ZQT0;
12475;Q6ZSK4;
12476;Q6ZVL8;
12477;Q7Z4U5;
12478;Q8NDY4;
12479;Q8TEV8;
12480;Q96B42;
12481;Q96LR4;Q8N3H0,Q7Z5A9,Q7Z5A7,Q7Z5A8
12482;Q96NJ1;
12483;Q9H3A6;
12484;Q9NPJ3;
12485;Q9NWQ9;
12486;Q9UKR5;
12487;Q9UL33;
12488;A0A1B0GVD1;
12489;A8MTL9;
12490;A8MWV9;P0DPE8
12491;H0YL14;
12492;K7EKZ2;
12493;P0C879;
12494;P59091;
12495;Q14641;
12496;Q1L6U9;
12497;Q6ZSB3;
12498;Q86WQ0;
12499;Q8N7L0;
12500;Q8N8E1;
12501;Q8WUH1;
12502;Q96N06;
12503;Q9H8Q6;
12504;Q9P003;
12505;Q9P0R6;
12506;Q9Y4Z0;U3KQK1
12507;A6NC05;
12508;H3BQJ8;
12509;O15235;
12510;P01222;
12511;P29373;P29762,Q96R05,P50120,P02689,P15090,P82980,O15540,P09455
12512;Q05952;
12513;Q14695;
12514;Q15726;
12515;Q495D7;
12516;Q5T6R2;
12517;Q6P161;
12518;Q86SI9;
12519;Q8N2Z9;
12520;Q8N9X5;
12521;Q8NA97;
12522;Q8WVF2;
12523;Q96C01;
12524;Q9GZZ8;
12525;Q9H112;
12526;Q9NV39;
12527;Q9NWW0;
12528;Q9Y3E0;Q6ZVE7
12529;A0A0G2JND7;
12530;A0A494C103;
12531;C9J7I0;
12532;M0QYG6;
12533;P0C851;
12534;P17568;
12535;P46779;
12536;P52758;
12537;Q6P5S7;
12538;Q6UXU0;
12539;Q8IXM3;
12540;Q8N0V1;
12541;Q8N814;
12542;Q8N9U9;
12543;Q8WV07;
12544;Q96M78;
12545;Q9BUV8;
12546;Q9BYN0;
12547;Q9H1P6;
12548;Q9H4X1;
12549;Q9Y3D3;
12550;Q9Y3E2;Q9H3K6
12551;O76042;
12552;O95295;
12553;P0C5K7;
12554;P0DKB6;Q9Y5U8,
12555;P37108;
12556;P47929;
12557;P61353;
12558;P83859;
12559;Q5BN46;
12560;Q5T4H9;
12561;Q5T7P6;
12562;Q6UXS0;
12563;Q6ZRF7;
12564;Q86UQ5;
12565;Q86WX3;
12566;Q8IVA1;
12567;Q8N6L1;
12568;Q8WZB0;
12569;Q969S6;
12570;Q96N35;
12571;Q9NRR1;
12572;Q9UIG4;
12573;A1A4F0;
12574;J3KSC0;
12575;K7EJ46;
12576;P08708;
12577;P09382;P05162,
12578;P0C880;
12579;P0DP75;
12580;P62910;
12581;Q02577;Q02575,
12582;Q5JQS6;
12583;Q6ZVS7;A6NL82
12584;Q8N5K1;Q9NZ45
12585;Q8N812;
12586;Q9BTT4;
12587;Q9GZY1;
12588;Q9H8V8;
12589;Q9Y5Q6;
12590;A0A1B0GWK0;
12591;A6NHG4;P30046,
12592;O00488;
12593;O00585;
12594;O14810;Q6PUV4,
12595;P05113;
12596;P16860;
12597;Q02363;Q14602,
12598;Q0VAF6;
12599;Q107X0;
12600;Q16378;
12601;Q5T0J3;
12602;Q6ZNM6;
12603;Q8NFP0;
12604;Q8WZ26;
12605;Q96NR2;
12606;Q9NQP4;
12607;Q9NV29;
12608;Q9NZY2;
12609;C9JQL5;Q01629,P13164,Q01628
12610;O15116;
12611;O95868;
12612;O95925;
12613;P0DPB6;
12614;P61366;
12615;P62847;
12616;Q00604;
12617;Q6F5E7;
12618;Q6ZP98;
12619;Q8TEF2;
12620;Q9H2L4;
12621;Q9HAA7;
12622;Q9NUG6;
12623;A0A075B6T7;A0A0B4J240,A0A0B4J275,A0A075B6U4,A0A0B4J274
12624;A0A087WTH5;P15382,
12625;A0A0G2JNJ9;Q9UFV3
12626;A0A1B0GW64;
12627;A6NNB3;
12628;A8MUN3;
12629;O00253;
12630;O14796;O60880
12631;P03973;P0DP73,P0DP74,
12632;P12104;
12633;P25398;
12634;P42127;
12635;Q075Z2;
12636;Q4G0I0;
12637;Q6MZN7;
12638;Q8IY31;
12639;Q8N8J7;
12640;Q8N9H6;
12641;Q8NAQ8;
12642;Q96LL3;
12643;Q96LM1;
12644;Q96MF0;
12645;Q9BV90;
12646;Q9BVV8;
12647;Q9P2W6;
12648;Q9ULZ0;
12649;A0A0G2JLW4;H0YL09
12650;A0A1B0GTD5;
12651;O15243;O95214,
12652;O43612;
12653;P51460;
12654;Q16553;
12655;Q16674;Q9NRC9,
12656;Q6ZPA2;
12657;Q6ZSA8;
12658;Q6ZST2;
12659;Q6ZV80;
12660;Q8N3F0;
12661;Q8N4V1;
12662;Q8N7H1;
12663;Q8N8F7;
12664;Q8WWF1;
12665;Q9H840;
12666;Q9NRG0;
12667;Q9Y237;
12668;Q9Y3C7;
12669;A0A075B6H5;A0A5B7,A0A075B6N2
12670;A0A087WWL8;
12671;A6NGS2;
12672;A8K554;
12673;B7Z368;
12674;O75264;
12675;P09912;
12676;P35542;P0DJI8,P0DJI9
12677;Q15121;
12678;Q17RF5;
12679;Q2M2E5;
12680;Q4W5P6;
12681;Q6ZT83;
12682;Q86YW7;
12683;Q8NBB2;
12684;Q96GU1;O60829,Q7Z2X7,Q5JRK9,Q5JUK9
12685;Q9H0N5;P61457
12686;Q9H2X8;P40305,Q96BM0
12687;Q9H8W2;
12688;Q9Y2R5;
12689;O15212;
12690;O95168;
12691;P01225;
12692;P10606;
12693;P20366;
12694;Q03403;
12695;Q5T5F5;
12696;Q75L30;
12697;Q8IV56;
12698;Q8N8V8;
12699;Q8NHR9;
12700;Q96T91;
12701;Q9BRT6;
12702;Q9BUE6;
12703;Q9HC23;
12704;Q9NP84;
12705;Q9NVV2;
12706;Q9NX55;
12707;A4QN01;
12708;C9JBD0;V9GYS6
12709;O60783;
12710;O95139;
12711;O95988;
12712;P02775;P10145,P02776,P10720,P19875,P42830,P80162,P09341,P19876
12713;P04921;
12714;P13987;
12715;P35268;Q6P5R6
12716;P51161;
12717;P55769;
12718;P56556;
12719;Q14210;Q6UXB3
12720;Q3SY05;
12721;Q4U2R6;
12722;Q5TAB7;
12723;Q5VVB8;
12724;Q6ZUT4;
12725;Q6ZVN7;
12726;Q7Z7F7;
12727;Q86UW2;
12728;Q8IWL8;
12729;Q8N1V8;
12730;Q8N6C7;
12731;Q8TCH9;
12732;Q9BXY8;Q5H9J7,Q9HBH7
12733;Q9H8X3;
12734;Q9HBI5;
12735;A6NFE3;
12736;F2Z3F1;
12737;H3BQW9;
12738;O95563;
12739;P07148;
12740;P0C7P0;
12741;P53999;
12742;P55056;
12743;P61218;
12744;P61970;
12745;Q6A555;
12746;Q6UXQ8;
12747;Q6X4T0;
12748;Q96HT8;Q9Y605,B2RBV5
12749;Q96MT4;
12750;Q96NS1;Q96QA6,P61236,O60688
12751;Q9BPZ3;Q9ULR5,
12752;Q9NR55;Q16520,
12753;Q9NRJ3;
12754;Q9Y5P2;Q6PB30,
12755;X6R8D5;
12756;A0A096LPE4;A0A1W2PNR3,A0A1W2PQU0,A0A1W2PPZ6,A0A1W2PP55,A0A1W2PRU2
12757;A0A1B0GVM6;
12758;H3BN30;
12759;O60927;
12760;O75956;O14519
12761;P23582;
12762;P62318;
12763;Q3KRA6;
12764;Q5TG92;
12765;Q6ZQY7;
12766;Q8N268;
12767;Q8N8D9;
12768;Q8NC38;
12769;Q8WXA2;
12770;Q99622;
12771;Q9BRT2;
12772;Q9H354;
12773;Q9NV44;
12774;Q9P1U0;
12775;A0A0B4J1T7;
12776;B1AJZ1;
12777;O14737;
12778;O95177;
12779;O95415;
12780;O95867;
12781;P01824;A0A075B7F0,A0A0C4DH35,P0DP02,A0A075B7D8,A0A0C4DH30,A0A0C4DH32,A0A087WW49,A0A0B4J1V1,P01772,A0A0C4DH36,P01766,A0A0B4J1V2,A0A0C4DH42,A0A087WSY4,P01767,A0A0A0MS15,A0A0C4DH41,A0A075B6R2,A0A0B4J1Y9,A0A0B4J1V0,A0A0B4J1U7,S4R3C0,P01782,A0A0C4DH43,P0DP07,A0A075B7B6,A0A0B4J2B6,A0A075B7F1,A0A0C4DH34,A0A0J9YX35,P01763,P01817,P0DP08,A0A075B7B8,A0A075B6Q5,A0A0J9YY99,P0DP04,P01825,S4R460,A0A075B7E8,P0DP06,A0A0B4J1X5,P01768,A0A0C4DH38,P01814,A0A0B4J1X8,P01764,P0DP03,A0A0B4J1V6,A0A0J9YWU9,P06331,A0A0J9YXX1,P01780,P01762
12782;P36954;
12783;P62851;
12784;P62899;
12785;P82932;
12786;Q07325;
12787;Q52M58;
12788;Q5JTJ3;
12789;Q6UXB1;Q6B9Z1,Q6UW32,Q6UWQ7,
12790;Q6UXP3;
12791;Q8N9A8;
12792;Q8N9T2;
12793;Q8NG41;
12794;Q8WU43;
12795;Q96A04;
12796;Q9BRA0;
12797;Q9NRP4;
12798;Q9NRX4;
12799;Q9UI30;
12800;Q9Y2Q5;
12801;Q9Y3B4;
12802;Q9Y3D7;
12803;A0A0A6YYD4;A0A0A0MS03,A0A0B4J1U6,A0A0C4DH59,A0A1B0GX31,A0A087WV62,A0A1B0GX78,A0A5A6,A0A087X0M5,A0A075B6L6,A0A0A0MS06,A0A1B0GX51,A0A1B0GX95,A0A0K0K1C0,A0A1B0GXH9,A0A1B0GXF2,A0A0J9YX65,A0A5B0,A0A087X0K7,A0A578,A0A5A2,P01733,P04435,A0A599,A0A0A6YYK4,A0A0K0K1E9,A0A597,A0A0A0MS05,A0A584,A0A0B4J2E0
12804;A0A1B0GVG6;
12805;A6NDX4;Q8N9W7
12806;A6PVL3;
12807;O14907;
12808;O75380;
12809;O95059;
12810;O95399;
12811;P55089;
12812;Q14508;
12813;Q15543;
12814;Q5VVS0;
12815;Q6ZS62;
12816;Q8TDM5;
12817;Q9HCN2;
12818;Q9UHA4;
12819;A0A0U1RQF7;
12820;A0A494C0T7;
12821;A8MZH6;
12822;E9PRG8;
12823;P0CG21;
12824;P22466;
12825;P42766;
12826;P47224;
12827;Q5JS54;
12828;Q6IPW1;
12829;Q6NVV7;
12830;Q6PDA7;Q08648
12831;Q6ZTI0;
12832;Q86TS9;
12833;Q86WV5;
12834;Q8N3U1;
12835;Q8N8P6;
12836;Q8NAE3;
12837;Q8TAI1;
12838;Q8TBM7;
12839;Q969L4;
12840;Q96A22;
12841;Q96PH6;Q5J5C9,Q8N688
12842;Q9BRA2;
12843;Q9BTD1;
12844;Q9BXU0;
12845;Q9Y6J6;
